artist,track,endtime,msplayed,album,saved,uri
Oldtape,Jet Lag Oldtape Remix,2022-09-10 01:02,201096,Jet Lag Oldtape Remix,True,spotify:track:5hj0S5KHOyI6yAiKfJrNOE
Oldtape,Jet Lag Oldtape Remix,2022-11-10 18:01,201096,Jet Lag Oldtape Remix,True,spotify:track:5hj0S5KHOyI6yAiKfJrNOE
Opium G,¿Que Puede Pasar?,2022-08-26 18:34,230500,Labios de Vainilla,True,spotify:track:1DHUU7PHnIT7Zyw6oDL2zj
Ovi,Vengo De Nada,2022-02-20 23:14,340048,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-02-20 23:14,340048,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-02-21 17:26,123042,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-02-21 17:26,123042,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-02-24 01:08,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-02-24 01:08,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-06-06 00:18,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-06-06 00:18,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-07-20 18:31,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-07-20 18:31,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-08-09 21:58,177770,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-08-09 21:58,177770,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-08-18 13:19,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-08-18 13:19,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-09-17 23:54,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-09-17 23:54,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-09-18 21:06,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-09-18 21:06,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-09-19 02:18,172127,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-09-19 02:18,172127,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-09-22 23:40,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-09-22 23:40,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-09-30 15:11,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-09-30 15:11,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ovi,Vengo De Nada,2022-11-25 20:02,221802,Buen Viaje,True,spotify:track:5pUlI3bMpx2GPu7rXBbk0w
Ovi,Vengo De Nada,2022-11-25 20:02,221802,Vengo De Nada,False,spotify:track:160ZND0RP8hdUgNhs27lC3
Ozomatli,Cumbia De Los Muertos,2022-01-10 01:03,212240,,,
Ozomatli,Donde Se Fueron?,2022-01-10 01:04,30942,,,
Panteon Rococo,La Dosis Perfecta,2022-06-22 03:14,255506,A la Izquierda de la Tierra,False,spotify:track:7IgC0NgE7WFerGSGtimXYA
PapaShanty SaundSystem,Roots,2022-01-10 01:22,298608,,,
Pedro Infante,El Ranchero,2022-11-15 15:38,135786,Cesar Chavez Day,True,spotify:track:1D04z9aV1L7krcndjiOmUM
Pedro Palacios,Ansiedad,2022-01-17 17:27,242365,,,
Pedro Palacios,Dar Gracias,2022-01-17 17:30,187609,,,
Pekeño 77,Para Mi Gente,2022-09-08 16:52,185500,SIN PRONTUARIO,True,spotify:track:4KnTIQekvylj0HkNGBBEuT
"Pekeño 77, Santa Fe Klan",Para Mi Gente,2022-07-28 04:13,185500,,,
Phul King Fu,Quién Ganará?,2022-02-06 18:24,189007,,,
Phyzh Eye,21 Gramos,2022-04-24 17:03,189000,21 Gramos,True,spotify:track:0WQSt6Mjc0rXcTuvgCmqvA
Phyzh Eye,21 Gramos,2022-05-01 21:54,189000,21 Gramos,True,spotify:track:0WQSt6Mjc0rXcTuvgCmqvA
Phyzh Eye,21 Gramos,2022-09-06 23:44,189000,21 Gramos,True,spotify:track:0WQSt6Mjc0rXcTuvgCmqvA
Phyzh Eye,21 Gramos,2022-11-04 04:43,34240,21 Gramos,True,spotify:track:0WQSt6Mjc0rXcTuvgCmqvA
Phyzh Eye,3Am,2022-04-25 05:07,140669,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-05-01 22:07,131731,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-07-20 21:31,183000,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-08-14 00:52,36239,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-08-17 13:47,183000,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-08-19 03:33,183000,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-09-06 23:37,183000,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,3Am,2022-11-08 22:08,183000,3Am,True,spotify:track:69b2TzbN6hzC2V3WJHXHWj
Phyzh Eye,Bendiciones,2022-02-03 21:32,240072,Bendiciones,False,spotify:track:4O9hxh0UWeGnKw5VEmpkW0
Phyzh Eye,Bendiciones,2022-07-16 08:28,240072,Bendiciones,False,spotify:track:4O9hxh0UWeGnKw5VEmpkW0
Phyzh Eye,Bendiciones,2022-07-20 21:43,240072,Bendiciones,False,spotify:track:4O9hxh0UWeGnKw5VEmpkW0
Phyzh Eye,I Like That,2022-05-20 06:44,259415,Buscando la Manera,False,spotify:track:5rOlzLkVrPQ7o1byfIpmcw
Phyzh Eye,La Palabra,2022-05-01 19:30,293810,Buscando la Manera,True,spotify:track:4V50Przi49hpgkH4b7YeQv
Phyzh Eye,La Palabra,2022-11-12 18:52,293810,Buscando la Manera,True,spotify:track:4V50Przi49hpgkH4b7YeQv
Phyzh Eye,La Palabra,2022-12-20 00:45,82420,Buscando la Manera,True,spotify:track:4V50Przi49hpgkH4b7YeQv
Phyzh Eye,La Palabra,2022-12-20 00:53,32220,Buscando la Manera,True,spotify:track:4V50Przi49hpgkH4b7YeQv
Phyzh Eye,Olvídalo,2022-07-22 18:33,248881,Buscando la Manera,True,spotify:track:4pwD3ma4ctLixvnh3CeZH2
Phyzh Eye,Olvídalo,2022-09-01 16:55,248881,Buscando la Manera,True,spotify:track:4pwD3ma4ctLixvnh3CeZH2
Phyzh Eye,Por Ti,2022-07-18 23:15,224547,"Vida, Fortuna y Fe",False,spotify:track:2pgMKf0kdWnL8h1RbKPtHk
Phyzh Eye,Si Me Faltas,2022-04-24 17:17,195000,Si Me Faltas,True,spotify:track:58Y3LY0t3B5vwOfsAaBqKB
Phyzh Eye,Si Me Faltas,2022-04-27 01:25,195000,Si Me Faltas,True,spotify:track:58Y3LY0t3B5vwOfsAaBqKB
Phyzh Eye,Si Me Faltas,2022-05-01 21:55,57709,Si Me Faltas,True,spotify:track:58Y3LY0t3B5vwOfsAaBqKB
Phyzh Eye,Si Me Faltas,2022-11-19 19:02,195000,Si Me Faltas,True,spotify:track:58Y3LY0t3B5vwOfsAaBqKB
Phyzh Eye,Te Deseo Lo Mejor,2022-04-24 17:43,173500,,,
Piso 21,Pa' Olvidarme De Ella,2022-03-05 20:44,227233,Pa' Olvidarme De Ella,True,spotify:track:1cVlW9WQiGlFdWUXFdFZGh
Piso 21,Pa' Olvidarme De Ella,2022-03-22 01:57,227233,Pa' Olvidarme De Ella,True,spotify:track:1cVlW9WQiGlFdWUXFdFZGh
Piso 21,Pa' Olvidarme De Ella,2022-08-20 22:17,227233,Pa' Olvidarme De Ella,True,spotify:track:1cVlW9WQiGlFdWUXFdFZGh
Pistola Bang,Con Los Que Ando,2022-06-27 04:34,214520,Con Los Que Ando,True,spotify:track:1FviRD3NUXnNNxaQWf7VxE
Pistola Bang,Con Los Que Ando,2022-11-07 16:51,56533,Con Los Que Ando,True,spotify:track:1FviRD3NUXnNNxaQWf7VxE
Pistola Bang,Con Los Que Ando,2022-11-07 18:43,228971,Con Los Que Ando,True,spotify:track:1FviRD3NUXnNNxaQWf7VxE
Pistola Bang,Gangsta Gangsta,2022-06-11 04:30,113304,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-07-13 15:12,231583,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-07-14 01:08,306499,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-07-18 02:33,69478,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-09-06 23:03,233795,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-09-10 02:15,233795,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Gangsta Gangsta,2022-11-10 17:48,233795,Gangsta Gangsta,True,spotify:track:2V8pltrE1Xhts2dFaN0a0j
Pistola Bang,Por Si Acaso,2022-05-29 21:43,208192,,,
Pistola Bang,Vato Loco,2022-06-04 22:00,150879,Vato Loco,True,spotify:track:2vM1tq1Fc5g7R1jSAN2NkK
Pistola Bang,Vato Loco,2022-06-30 16:16,150879,Vato Loco,True,spotify:track:2vM1tq1Fc5g7R1jSAN2NkK
Pistola Bang,Vato Loco,2022-08-12 23:02,150879,Vato Loco,True,spotify:track:2vM1tq1Fc5g7R1jSAN2NkK
Plan B,Si No Le Contesto,2022-05-10 15:29,127060,,,
Polimá Westcoast,MY BLOOD,2022-03-05 18:27,180937,MY BLOOD,False,spotify:track:2hMemEDS1l5hrjLWwU1MNt
Polimá Westcoast,MY BLOOD,2022-03-05 18:27,180937,My Blood,True,spotify:track:4KAZuTL234Q5CIRW5nhVbi
Polimá Westcoast,MY BLOOD,2022-09-07 00:02,180937,MY BLOOD,False,spotify:track:2hMemEDS1l5hrjLWwU1MNt
Polimá Westcoast,MY BLOOD,2022-09-07 00:02,180937,My Blood,True,spotify:track:4KAZuTL234Q5CIRW5nhVbi
Poofer,Niegame (feat. Robot),2022-02-20 23:37,274285,Niegame (feat. Robot),True,spotify:track:6QhviO7JdqDenx02WCp1Bs
Poofer,Niegame (feat. Robot),2022-08-13 20:35,274285,Niegame (feat. Robot),True,spotify:track:6QhviO7JdqDenx02WCp1Bs
Poofer,Niegame (feat. Robot),2022-09-10 01:57,274285,Niegame (feat. Robot),True,spotify:track:6QhviO7JdqDenx02WCp1Bs
Poofer,Yo Le Canto al Barrio,2022-05-12 01:00,205714,Yo Le Canto al Barrio,True,spotify:track:4NQGoy6lYd2Nt2FpVFwVi3
Poofer,Yo Le Canto al Barrio,2022-05-14 23:00,205714,Yo Le Canto al Barrio,True,spotify:track:4NQGoy6lYd2Nt2FpVFwVi3
Poofer,Yo Le Canto al Barrio,2022-07-12 21:27,205714,Yo Le Canto al Barrio,True,spotify:track:4NQGoy6lYd2Nt2FpVFwVi3
Poofer,Yo Le Canto al Barrio,2022-08-16 22:28,205714,Yo Le Canto al Barrio,True,spotify:track:4NQGoy6lYd2Nt2FpVFwVi3
Poofer,Yo Le Canto al Barrio,2022-11-14 17:37,205714,Yo Le Canto al Barrio,True,spotify:track:4NQGoy6lYd2Nt2FpVFwVi3
Portos Mxm,Vida Dura,2022-03-05 18:56,236000,Sobreviviendo,True,spotify:track:17c1RcuKii1uhnE3LtZKAw
Portos Mxm,Vida Dura,2022-03-27 00:06,235815,Sobreviviendo,True,spotify:track:17c1RcuKii1uhnE3LtZKAw
Portos Mxm,Vida Dura,2022-09-09 23:56,236000,Sobreviviendo,True,spotify:track:17c1RcuKii1uhnE3LtZKAw
Primero Company,36 Chambas,2022-07-02 19:02,49920,Quien Mas Que Los Ñeros,True,spotify:track:7ER9n4pQHkjj4hzw3Ii5TJ
Primero Company,36 Chambas,2022-07-10 18:58,170062,Quien Mas Que Los Ñeros,True,spotify:track:7ER9n4pQHkjj4hzw3Ii5TJ
Primero Company,36 Chambas,2022-09-09 23:44,170062,Quien Mas Que Los Ñeros,True,spotify:track:7ER9n4pQHkjj4hzw3Ii5TJ
Primero Company,La Maleta,2022-06-04 03:24,167026,Quien Mas Que Los Ñeros,False,spotify:track:5MUpnYt6MLXXlUxJkwDeM6
Primero Company,La Maleta,2022-06-16 20:43,211101,Quien Mas Que Los Ñeros,False,spotify:track:5MUpnYt6MLXXlUxJkwDeM6
Primero Company,Spss 3.80,2022-07-02 21:22,53996,Quien Mas Que Los Ñeros,False,spotify:track:7AtwdnEKd7ZhQJ6GfKqwSr
Primero Company,Spss 3.80,2022-07-03 20:04,105124,Quien Mas Que Los Ñeros,False,spotify:track:7AtwdnEKd7ZhQJ6GfKqwSr
Primero Company,Tres Gallos,2022-08-09 21:52,171253,Quien Mas Que Los Ñeros,True,spotify:track:5DOOBIWVZYfBBgUHRMOxfj
Primero Company,Tres Gallos,2022-08-11 23:48,171253,Quien Mas Que Los Ñeros,True,spotify:track:5DOOBIWVZYfBBgUHRMOxfj
Primero Company,U. Kings,2022-01-14 01:29,182691,Sin Ton Ni Son,True,spotify:track:6FN0xX0lOSz5J9I1utJLe6
Primero Company,U. Kings,2022-02-26 22:15,159613,Sin Ton Ni Son,True,spotify:track:6FN0xX0lOSz5J9I1utJLe6
Primero Company,U. Kings,2022-06-01 23:26,158940,Sin Ton Ni Son,True,spotify:track:6FN0xX0lOSz5J9I1utJLe6
Primero Company,U. Kings,2022-09-09 22:43,182691,Sin Ton Ni Son,True,spotify:track:6FN0xX0lOSz5J9I1utJLe6
Primero Company,U. Kings,2022-11-10 17:44,182691,Sin Ton Ni Son,True,spotify:track:6FN0xX0lOSz5J9I1utJLe6
Pritam,Tere Hawaale,2022-09-27 15:54,101271,,,
Proof,Como Dios Manda,2022-08-19 21:25,187111,Minotauro,True,spotify:track:6gfBrQHfhvS1XEopKU2KDZ
Proof,Como Dios Manda,2022-08-29 19:35,187111,Minotauro,True,spotify:track:6gfBrQHfhvS1XEopKU2KDZ
Proof,Contrabando,2022-08-15 20:14,140053,Minotauro,True,spotify:track:2PeeppJAy4o4ZMEct3QnUt
Proof,Contrabando,2022-11-17 20:18,140053,Minotauro,True,spotify:track:2PeeppJAy4o4ZMEct3QnUt
Proof,Diablito de la Guarda,2022-01-13 01:29,150416,Minotauro,True,spotify:track:1JQfvIun4zq4AIKk0OZmwj
Proof,Diablito de la Guarda,2022-08-10 22:56,150416,Minotauro,True,spotify:track:1JQfvIun4zq4AIKk0OZmwj
Proof,Diablito de la Guarda,2022-11-14 19:07,150416,Minotauro,True,spotify:track:1JQfvIun4zq4AIKk0OZmwj
Proof,Filo,2022-01-13 16:13,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-03-24 04:13,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-05-15 00:27,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-07-22 19:17,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-09-06 22:17,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-11-08 17:57,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,Filo,2022-11-14 22:57,181807,La Divina Comedia,True,spotify:track:7rcKu7txxueKNSw2ZtFWkY
Proof,La Pregunta del Millón,2022-01-16 17:51,176242,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,La Pregunta del Millón,2022-02-04 01:31,176242,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,La Pregunta del Millón,2022-02-07 16:42,176242,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,La Pregunta del Millón,2022-06-02 02:12,41860,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,La Pregunta del Millón,2022-07-13 02:54,54933,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,La Pregunta del Millón,2022-07-13 13:38,176242,Minotauro,False,spotify:track:4E4NWxAfaX4U5pLaBHyzdZ
Proof,Paraíso,2022-02-07 16:40,60486,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-02-07 16:40,60486,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Paraíso,2022-03-05 20:32,229066,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-03-05 20:32,229066,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Paraíso,2022-07-02 16:21,229066,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-07-02 16:21,229066,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Paraíso,2022-08-17 22:49,77602,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-08-17 22:49,77602,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Paraíso,2022-11-08 18:35,229066,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-11-08 18:35,229066,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Paraíso,2022-11-10 16:25,229066,La Divina Comedia,True,spotify:track:0QTE37h2pj88lWBN7rzAmD
Proof,Paraíso,2022-11-10 16:25,229066,Paraíso,False,spotify:track:0X9tDvF3Jx3elt7eOUbNEw
Proof,Problemas Usuales,2022-03-30 05:28,124323,Minotauro,True,spotify:track:4wletqwxSHQl7ItPL2c3Nk
Proof,Problemas Usuales,2022-08-12 22:34,166000,Minotauro,True,spotify:track:4wletqwxSHQl7ItPL2c3Nk
Proof,Problemas Usuales,2022-08-13 20:48,166000,Minotauro,True,spotify:track:4wletqwxSHQl7ItPL2c3Nk
Proof,Todo,2022-06-04 21:41,184137,Minotauro,True,spotify:track:1GD5cOVpcuCuGOL45d1EFV
Proof,Todo,2022-11-04 17:05,184137,Minotauro,True,spotify:track:1GD5cOVpcuCuGOL45d1EFV
Proof,Todo,2022-11-17 19:18,184137,Minotauro,True,spotify:track:1GD5cOVpcuCuGOL45d1EFV
Pusha T,Brambleton,2022-04-23 01:49,170911,,,
Pusha T,Brambleton,2022-04-24 15:32,58676,,,
Pusha T,Brambleton,2022-04-24 15:44,170911,,,
Pusha T,Call My Bluff,2022-04-23 03:49,168401,,,
Pusha T,Call My Bluff,2022-04-24 16:06,168401,,,
Pusha T,Diet Coke,2022-04-23 02:24,179435,,,
Pusha T,Diet Coke,2022-04-24 15:59,180164,,,
Pusha T,Dreamin Of The Past (feat. Kanye West),2022-04-23 01:54,173633,,,
Pusha T,Dreamin Of The Past (feat. Kanye West),2022-04-24 15:49,173633,,,
Pusha T,Hear Me Clearly (feat. Nigo),2022-04-24 15:35,141183,,,
Pusha T,Hear Me Clearly (feat. Nigo),2022-04-24 16:11,141183,,,
Pusha T,I Pray For You (feat. Labrinth & MALICE),2022-04-24 15:41,261907,,,
Pusha T,I Pray For You (feat. Labrinth & MALICE),2022-04-24 16:15,120771,,,
Pusha T,Just So You Remember,2022-04-23 02:01,178620,,,
Pusha T,Just So You Remember,2022-04-24 15:56,178620,,,
Pusha T,Let The Smokers Shine The Coupes,2022-04-23 01:51,150276,,,
Pusha T,Let The Smokers Shine The Coupes,2022-04-24 15:47,150276,,,
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-04-23 01:58,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-04-24 15:53,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-05-01 15:53,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-06-04 03:01,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-07-12 14:13,100492,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-07-12 16:23,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-07-20 00:20,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-08-31 14:52,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell Williams),2022-09-07 01:01,209314,It's Almost Dry,True,spotify:track:7kQJCw0ZkvHgfJqRwPblmG
Pusha T,Neck & Wrist (feat. JAY-Z & Pharrell),2022-04-10 22:26,209314,,,
Pusha T,Open Air,2022-04-24 15:37,132603,It's Almost Dry,False,spotify:track:5JURxzoZ0r9FP6N01XRAAi
Pusha T,Open Air,2022-04-24 16:13,132603,It's Almost Dry,False,spotify:track:5JURxzoZ0r9FP6N01XRAAi
Pusha T,Puppets (Succession Remix),2022-04-10 22:30,46463,,,
Pusha T,Rock N Roll (feat. Kanye West & Kid Cudi),2022-04-23 02:36,233922,,,
Pusha T,Rock N Roll (feat. Kanye West & Kid Cudi),2022-04-24 16:03,233922,,,
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),2022-04-23 03:49,42689,,,
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),2022-04-24 15:31,152612,,,
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),2022-04-24 16:08,152612,,,
Pusha T,Sunshine,2022-04-10 22:29,193226,,,
Queen,Bohemian Rhapsody,2022-03-03 15:07,51850,,,
Qveen Herby,Sugar Daddy,2022-07-18 03:02,203809,,,
REYNA,2am serenade,2022-11-01 04:01,243250,you could at least say goodbye,True,spotify:track:3cNU4aOqBEYRJnSpvdrtHH
REYNA,2am serenade,2022-11-01 04:18,243250,you could at least say goodbye,True,spotify:track:3cNU4aOqBEYRJnSpvdrtHH
REYNA,Lonely Girl,2022-11-01 03:48,196215,Lonely Girl,True,spotify:track:0GnTOibJjhS4PqmwRTFZoB
REYNA,orgullosa,2022-11-01 03:50,100564,you could at least say goodbye,True,spotify:track:0xP5Edzcq3scwQZPgfnbry
REYNA,orgullosa,2022-11-01 03:57,167282,you could at least say goodbye,True,spotify:track:0xP5Edzcq3scwQZPgfnbry
REYNA,orgullosa,2022-11-01 04:04,167282,you could at least say goodbye,True,spotify:track:0xP5Edzcq3scwQZPgfnbry
REYNA,orgullosa,2022-11-01 04:22,167282,you could at least say goodbye,True,spotify:track:0xP5Edzcq3scwQZPgfnbry
REYNA,orgullosa,2022-11-02 15:24,167282,you could at least say goodbye,True,spotify:track:0xP5Edzcq3scwQZPgfnbry
REYNA,talk it out,2022-11-01 04:10,202325,you could at least say goodbye,True,spotify:track:4GCwviA834UOD8jFREDwD1
REYNA,todo to nada,2022-11-01 04:06,153520,you could at least say goodbye,True,spotify:track:0NsA2vWhV5pBwbGJlqiw96
REYNA,you could at least say goodbye,2022-11-01 03:54,219529,you could at least say goodbye,True,spotify:track:6ntsguC2A1hOnhWL2Wg1M2
REYNA,you could at least say goodbye,2022-11-01 04:14,219529,you could at least say goodbye,True,spotify:track:6ntsguC2A1hOnhWL2Wg1M2
REYNA,you could at least say goodbye,2022-11-02 15:21,134271,you could at least say goodbye,True,spotify:track:6ntsguC2A1hOnhWL2Wg1M2
REYNA,you could at least say goodbye,2022-11-04 00:54,219529,you could at least say goodbye,True,spotify:track:6ntsguC2A1hOnhWL2Wg1M2
ROSALÍA,Abcdefg,2022-03-19 01:23,65960,,,
ROSALÍA,BIZCOCHITO,2022-03-19 00:21,109120,,,
ROSALÍA,BULERÍAS,2022-03-19 00:12,155880,,,
ROSALÍA,CANDY,2022-03-18 18:17,193480,,,
ROSALÍA,CHICKEN TERIYAKI,2022-03-19 00:14,122226,,,
ROSALÍA,COMO UN G,2022-03-18 07:24,155733,,,
ROSALÍA,COMO UN G,2022-03-19 01:22,262200,,,
ROSALÍA,CUUUUuuuuuute,2022-03-19 00:35,150600,,,
ROSALÍA,DELIRIO DE GRANDEZA,2022-03-19 00:33,155480,MOTOMAMI,True,spotify:track:6lKZ5I0yW3IpUFHEKJCWlx
ROSALÍA,DELIRIO DE GRANDEZA,2022-03-22 02:38,155480,MOTOMAMI,True,spotify:track:6lKZ5I0yW3IpUFHEKJCWlx
ROSALÍA,DELIRIO DE GRANDEZA,2022-04-01 17:48,155480,MOTOMAMI,True,spotify:track:6lKZ5I0yW3IpUFHEKJCWlx
ROSALÍA,DELIRIO DE GRANDEZA,2022-08-14 19:06,155480,MOTOMAMI,True,spotify:track:6lKZ5I0yW3IpUFHEKJCWlx
ROSALÍA,DIABLO,2022-03-19 00:29,165520,,,
ROSALÍA,G3 N15,2022-03-19 00:25,252120,,,
ROSALÍA,HENTAI,2022-03-19 00:19,287553,MOTOMAMI,False,spotify:track:4kroNlz8BTfswE4M0i3YCh
ROSALÍA,LA COMBI VERSACE,2022-03-19 01:26,161266,,,
ROSALÍA,LA FAMA,2022-03-19 00:06,188106,,,
ROSALÍA,MOTOMAMI,2022-03-18 18:14,55458,,,
ROSALÍA,MOTOMAMI,2022-03-19 00:26,61346,,,
ROSALÍA,SAKURA,2022-03-19 01:30,97686,,,
ROSALÍA,SAOKO,2022-03-18 13:51,34218,,,
ROSALÍA,SAOKO,2022-03-18 18:10,122774,,,
ROSALÍA,SAOKO,2022-03-18 18:13,137533,,,
ROSE BEAT,Stayin' Alive VS 50 C Tik Tok - Remix,2022-12-22 17:52,30698,,,
